id_cli,full_name,contact_info,reg_date,cat,int_score
C_01114,User_1114,user_1114@domain.com,2020-08-02,A,33.18
C_01115,User_1115,user_1115@domain.com,2019-07-25,A,60.64
C_01116,User_1116,user_1116@domain.com,2023-09-02,A,50.29
C_01117,User_1117,user_1117@domain.com,2020-02-02,A,47.92
C_01118,User_1118,user_1118@domain.com,2020-08-29,C,43.64
C_01119,User_1119,user_1119@domain.com,2020-04-10,A,45.42
C_01120,User_1120,invalid_1120,2021-01-09,A,65.7
C_01121,User_1121,user_1121@domain.com,2020-01-03,C,44.97
C_01122,User_1122,user_1122@domain.com,2020-09-11,X,29.88
C_01123,User_1123,user_1123@domain.com,2019-01-29,C,61.15
C_01124,User_1124,user_1124@domain.com,2022-12-21,C,46.93
C_01125,User_1125,user_1125@domain.com,2021-12-29,B,50.47
C_01126,User_1126,user_1126@domain.com,2019-09-17,A,74.11
C_01127,User_1127,user_1127@domain.com,2020-07-15,A,49.69
C_01128,User_1128,user_1128@domain.com,2019-04-04,A,54.34
C_01129,User_1129,user_1129@domain.com,2019-04-22,A,32.32
C_01130,User_1130,invalid_1130,2022-02-07,A,46.7
C_01131,User_1131,user_1131@domain.com,2020-08-21,B,59.14
C_01132,User_1132,user_1132@domain.com,2022-11-29,A,26.67
C_01133,User_1133,user_1133@domain.com,2019-09-16,A,53.01
C_01134,User_1134,user_1134@domain.com,2022-07-30,A,51.51
C_01135,User_1135,user_1135@domain.com,2023-11-14,B,50.62
C_01136,User_1136,user_1136@domain.com,2023-03-22,A,65.56
C_01137,User_1137,user_1137@domain.com,2021-10-02,C,55.02
C_01138,User_1138,user_1138@domain.com,2019-07-30,A,72.17
C_01139,User_1139,user_1139@domain.com,2023-11-23,A,35.1
C_01140,User_1140,invalid_1140,2019-01-26,A,52.04
C_01141,User_1141,user_1141@domain.com,2022-03-21,C,51.27
C_01142,User_1142,user_1142@domain.com,2020-08-05,A,33.96
C_01143,User_1143,user_1143@domain.com,2021-08-19,B,64.34
C_01144,User_1144,user_1144@domain.com,2021-09-07,A,84.87
C_01145,User_1145,user_1145@domain.com,2021-06-21,A,49.74
C_01146,User_1146,user_1146@domain.com,2020-11-28,C,57.58
C_01147,User_1147,user_1147@domain.com,2020-01-13,B,51.27
C_01148,User_1148,user_1148@domain.com,2019-04-16,B,39.3
C_01149,User_1149,user_1149@domain.com,2020-06-01,C,22.69
C_01150,User_1150,invalid_1150,2023-10-31,C,39.41
C_01151,User_1151,user_1151@domain.com,2021-09-05,B,29.12
C_01152,User_1152,user_1152@domain.com,2019-08-22,C,75.56
C_01153,User_1153,user_1153@domain.com,2023-08-11,B,48.27
C_01154,User_1154,user_1154@domain.com,2019-05-14,B,44.81
C_01155,User_1155,user_1155@domain.com,2021-03-31,B,63.34
C_01156,User_1156,user_1156@domain.com,2021-10-04,B,33.17
C_01157,User_1157,user_1157@domain.com,2019-06-01,A,38.5
C_01158,User_1158,user_1158@domain.com,2022-03-27,C,51.02
C_01159,User_1159,user_1159@domain.com,2022-07-13,C,65.43
C_01160,User_1160,invalid_1160,2022-11-06,A,57.53
C_01161,User_1161,user_1161@domain.com,2019-04-20,C,53.72
C_01162,User_1162,user_1162@domain.com,2019-11-07,A,51.17
C_01163,User_1163,user_1163@domain.com,2019-11-02,A,56.0
C_01164,User_1164,user_1164@domain.com,2023-07-20,B,53.02
C_01165,User_1165,user_1165@domain.com,2022-02-26,A,34.55
C_01166,User_1166,user_1166@domain.com,2020-09-14,C,50.69
C_01167,User_1167,user_1167@domain.com,2019-06-24,C,33.89
C_01168,User_1168,user_1168@domain.com,2020-05-23,A,51.22
C_01169,User_1169,user_1169@domain.com,2019-08-31,A,42.79
C_01170,User_1170,invalid_1170,2022-02-16,A,88.09
C_01171,User_1171,user_1171@domain.com,2023-04-15,B,49.4
C_01172,User_1172,user_1172@domain.com,2021-05-02,X,28.94
C_01173,User_1173,user_1173@domain.com,2022-05-26,B,47.99
C_01174,User_1174,user_1174@domain.com,2022-05-05,A,57.79
C_01175,User_1175,user_1175@domain.com,2023-06-08,B,75.1
C_01176,User_1176,user_1176@domain.com,2022-06-20,A,41.16
C_01177,User_1177,user_1177@domain.com,2020-04-07,B,26.26
C_01178,User_1178,user_1178@domain.com,2023-05-08,A,62.25
C_01179,User_1179,user_1179@domain.com,2021-12-06,B,29.29
C_01180,User_1180,invalid_1180,2021-02-18,A,43.46
C_01181,User_1181,user_1181@domain.com,2021-07-11,X,46.14
C_01182,User_1182,user_1182@domain.com,2021-06-25,A,48.96
C_01183,User_1183,user_1183@domain.com,2020-08-31,B,60.34
C_01184,User_1184,user_1184@domain.com,2023-10-28,X,39.75
C_01185,User_1185,user_1185@domain.com,2022-04-20,A,45.89
C_01186,User_1186,user_1186@domain.com,2021-05-28,X,49.79
C_01187,User_1187,user_1187@domain.com,2020-09-17,B,52.24
C_01188,User_1188,user_1188@domain.com,2022-03-10,A,51.47
C_01189,User_1189,user_1189@domain.com,2022-06-25,A,56.54
C_01190,User_1190,invalid_1190,2019-05-04,B,62.66
C_01191,User_1191,user_1191@domain.com,2022-06-02,A,55.89
C_01192,User_1192,user_1192@domain.com,2023-02-24,A,56.8
C_01193,User_1193,user_1193@domain.com,2019-07-23,A,26.27
C_01194,User_1194,user_1194@domain.com,2023-04-12,B,50.75
C_01195,User_1195,user_1195@domain.com,2020-03-01,A,57.19
C_01196,User_1196,user_1196@domain.com,2022-07-05,C,60.93
C_01197,User_1197,user_1197@domain.com,2020-03-08,X,39.61
C_01198,User_1198,user_1198@domain.com,2020-06-25,X,40.11
C_01199,User_1199,user_1199@domain.com,2022-09-14,B,41.39
C_01200,User_1200,invalid_1200,2019-06-16,A,58.05
C_01201,User_1201,user_1201@domain.com,2019-11-18,B,65.51
C_01202,User_1202,user_1202@domain.com,2020-05-06,A,43.89
C_01203,User_1203,user_1203@domain.com,2019-12-22,A,63.62
C_01204,User_1204,user_1204@domain.com,2022-02-04,A,51.85
C_01205,User_1205,user_1205@domain.com,2019-06-03,A,48.14
C_01206,User_1206,user_1206@domain.com,2019-11-17,B,46.83
C_01207,User_1207,user_1207@domain.com,2019-01-06,B,61.2
C_01208,User_1208,user_1208@domain.com,2021-04-16,A,54.88
C_01209,User_1209,user_1209@domain.com,2021-07-11,A,84.14
C_01210,User_1210,invalid_1210,2022-11-12,X,37.22
C_01211,User_1211,user_1211@domain.com,2022-05-01,A,57.77
C_01212,User_1212,user_1212@domain.com,2021-08-20,A,42.06
C_01213,User_1213,user_1213@domain.com,2020-08-19,A,36.96
C_01214,User_1214,user_1214@domain.com,2019-03-08,B,49.84
C_01215,User_1215,user_1215@domain.com,2020-04-19,B,52.06
C_01216,User_1216,user_1216@domain.com,2020-08-13,A,93.77
C_01217,User_1217,user_1217@domain.com,2022-12-18,A,47.24
C_01218,User_1218,user_1218@domain.com,2020-08-02,B,33.05
C_01219,User_1219,user_1219@domain.com,2022-12-10,B,54.1
C_01220,User_1220,invalid_1220,2023-10-27,A,18.88
C_01221,User_1221,user_1221@domain.com,2021-07-18,X,48.62
C_01222,User_1222,user_1222@domain.com,2019-05-26,A,50.24
C_01223,User_1223,user_1223@domain.com,2022-11-08,A,61.92
C_01224,User_1224,user_1224@domain.com,2020-04-23,X,64.6
C_01225,User_1225,user_1225@domain.com,2020-06-25,A,42.45
C_01226,User_1226,user_1226@domain.com,2023-06-02,B,47.74
C_01227,User_1227,user_1227@domain.com,2023-06-09,A,38.51
C_01228,User_1228,user_1228@domain.com,2022-07-04,A,33.08
C_01229,User_1229,user_1229@domain.com,2022-04-22,X,54.65
C_01230,User_1230,invalid_1230,2022-09-16,A,30.9
C_01231,User_1231,user_1231@domain.com,2023-07-05,C,43.78
C_01232,User_1232,user_1232@domain.com,2020-02-10,A,35.07
C_01233,User_1233,user_1233@domain.com,2021-05-20,A,58.25
C_01234,User_1234,user_1234@domain.com,2019-08-24,A,77.02
C_01235,User_1235,user_1235@domain.com,2022-01-20,B,30.48
C_01236,User_1236,user_1236@domain.com,2020-04-05,A,22.2
C_01237,User_1237,user_1237@domain.com,2022-08-19,C,48.13
C_01238,User_1238,user_1238@domain.com,2019-11-02,A,50.24
C_01239,User_1239,user_1239@domain.com,2020-06-28,X,53.28
C_01240,User_1240,invalid_1240,2023-08-20,A,43.31
C_01241,User_1241,user_1241@domain.com,2019-10-19,C,46.99
C_01242,User_1242,user_1242@domain.com,2019-05-27,B,55.51
C_01243,User_1243,user_1243@domain.com,2019-05-03,B,65.61
C_01244,User_1244,user_1244@domain.com,2019-12-06,C,20.67
C_01245,User_1245,user_1245@domain.com,2023-06-12,B,44.47
C_01246,User_1246,user_1246@domain.com,2020-09-21,B,53.21
C_01247,User_1247,user_1247@domain.com,2022-05-03,A,36.23
C_01248,User_1248,user_1248@domain.com,2023-03-14,A,75.97
C_01249,User_1249,user_1249@domain.com,2023-08-16,X,40.47
C_01250,User_1250,invalid_1250,2022-03-11,B,49.38
C_01251,User_1251,user_1251@domain.com,2020-08-14,B,58.34
C_01252,User_1252,user_1252@domain.com,2021-06-18,A,41.13
C_01253,User_1253,user_1253@domain.com,2019-09-12,A,22.3
C_01254,User_1254,user_1254@domain.com,2021-08-17,A,43.57
C_01255,User_1255,user_1255@domain.com,2022-11-11,B,65.44
C_01256,User_1256,user_1256@domain.com,2020-09-14,A,44.95
C_01257,User_1257,user_1257@domain.com,2022-12-04,A,37.3
C_01258,User_1258,user_1258@domain.com,2021-04-04,A,63.89
C_01259,User_1259,user_1259@domain.com,2020-07-11,A,45.04
C_01260,User_1260,invalid_1260,2021-10-21,A,42.35
C_01261,User_1261,user_1261@domain.com,2022-01-10,A,52.24
C_01262,User_1262,user_1262@domain.com,2021-10-08,B,61.56
C_01263,User_1263,user_1263@domain.com,2021-06-15,A,85.73
C_01264,User_1264,user_1264@domain.com,2019-06-14,A,62.41
C_01265,User_1265,user_1265@domain.com,2022-05-09,A,67.4
C_01266,User_1266,user_1266@domain.com,2019-03-23,A,42.41
C_01267,User_1267,user_1267@domain.com,2021-06-03,A,34.61
C_01268,User_1268,user_1268@domain.com,2023-02-13,A,50.93
C_01269,User_1269,user_1269@domain.com,2020-10-22,B,51.61
C_01270,User_1270,invalid_1270,2022-05-21,A,33.82
C_01271,User_1271,user_1271@domain.com,2020-05-27,B,47.37
C_01272,User_1272,user_1272@domain.com,2019-02-22,C,55.99
C_01273,User_1273,user_1273@domain.com,2019-07-07,B,55.41
C_01274,User_1274,user_1274@domain.com,2020-04-13,A,57.56
C_01275,User_1275,user_1275@domain.com,2022-10-12,A,54.36
C_01276,User_1276,user_1276@domain.com,2023-09-09,A,42.39
C_01277,User_1277,user_1277@domain.com,2023-10-29,A,42.29
C_01278,User_1278,user_1278@domain.com,2022-03-24,X,32.02
C_01279,User_1279,user_1279@domain.com,2022-04-17,A,76.77
C_01280,User_1280,invalid_1280,2019-02-12,A,50.2
C_01281,User_1281,user_1281@domain.com,2023-04-16,B,46.63
C_01282,User_1282,user_1282@domain.com,2022-10-08,B,36.07
C_01283,User_1283,user_1283@domain.com,2023-08-10,A,94.03
C_01284,User_1284,user_1284@domain.com,2020-07-05,A,33.9
C_01285,User_1285,user_1285@domain.com,2022-03-26,A,43.57
C_01286,User_1286,user_1286@domain.com,2019-03-24,A,56.24
C_01287,User_1287,user_1287@domain.com,2023-04-12,A,59.0
C_01288,User_1288,user_1288@domain.com,2023-03-29,A,64.37
C_01289,User_1289,user_1289@domain.com,2019-12-25,A,77.11
C_01290,User_1290,invalid_1290,2021-08-21,A,57.59
C_01291,User_1291,user_1291@domain.com,2021-11-28,A,34.16
C_01292,User_1292,user_1292@domain.com,2022-08-27,A,46.15
C_01293,User_1293,user_1293@domain.com,2021-06-24,A,54.62
C_01294,User_1294,user_1294@domain.com,2020-07-23,B,81.02
C_01295,User_1295,user_1295@domain.com,2020-01-07,C,29.03
C_01296,User_1296,user_1296@domain.com,2022-04-13,A,68.04
C_01297,User_1297,user_1297@domain.com,2021-06-11,A,52.7
C_01298,User_1298,user_1298@domain.com,2022-07-24,A,62.57
C_01299,User_1299,user_1299@domain.com,2023-07-26,B,48.47
C_01300,User_1300,invalid_1300,2021-10-04,B,37.36
C_01301,User_1301,user_1301@domain.com,2019-07-06,A,61.26
C_01302,User_1302,user_1302@domain.com,2021-08-20,X,59.82
C_01303,User_1303,user_1303@domain.com,2020-12-13,A,64.58
C_01304,User_1304,user_1304@domain.com,2021-04-16,A,49.8
C_01305,User_1305,user_1305@domain.com,2020-11-13,B,41.0
C_01306,User_1306,user_1306@domain.com,2020-10-19,C,26.62
C_01307,User_1307,user_1307@domain.com,2022-10-04,B,62.29
C_01308,User_1308,user_1308@domain.com,2019-08-03,C,56.36
C_01309,User_1309,user_1309@domain.com,2023-10-23,A,35.51
C_01310,User_1310,invalid_1310,2019-11-26,C,41.92
C_01311,User_1311,user_1311@domain.com,2020-11-06,A,43.0
C_01312,User_1312,user_1312@domain.com,2021-04-23,C,27.76
C_01313,User_1313,user_1313@domain.com,2022-11-21,A,37.73
C_01314,User_1314,user_1314@domain.com,2021-10-11,C,32.99
C_01315,User_1315,user_1315@domain.com,2020-08-13,A,43.81
C_01316,User_1316,user_1316@domain.com,2022-09-18,B,38.92
C_01317,User_1317,user_1317@domain.com,2021-03-31,A,25.59
C_01318,User_1318,user_1318@domain.com,2023-07-25,B,80.34
C_01319,User_1319,user_1319@domain.com,2023-04-07,A,68.79
C_01320,User_1320,invalid_1320,2022-01-31,A,38.31
C_01321,User_1321,user_1321@domain.com,2019-03-17,A,54.09
C_01322,User_1322,user_1322@domain.com,2021-07-20,A,56.26
C_01323,User_1323,user_1323@domain.com,2019-06-30,C,67.87
C_01324,User_1324,user_1324@domain.com,2020-10-06,A,37.72
C_01325,User_1325,user_1325@domain.com,2020-05-31,X,66.38
C_01326,User_1326,user_1326@domain.com,2020-10-24,A,41.78
C_01327,User_1327,user_1327@domain.com,2019-08-26,A,29.96
C_01328,User_1328,user_1328@domain.com,2023-05-02,B,60.86
C_01329,User_1329,user_1329@domain.com,2021-04-07,B,69.36
C_01330,User_1330,invalid_1330,2023-11-07,A,88.82
C_01331,User_1331,user_1331@domain.com,2021-11-19,A,32.0
C_01332,User_1332,user_1332@domain.com,2023-08-17,B,60.48
C_01333,User_1333,user_1333@domain.com,2019-01-03,A,43.85
C_01334,User_1334,user_1334@domain.com,2022-09-08,X,61.75
C_01335,User_1335,user_1335@domain.com,2023-11-16,X,27.94
C_01336,User_1336,user_1336@domain.com,2022-01-16,B,31.06
C_01337,User_1337,user_1337@domain.com,2021-08-04,A,38.36
C_01338,User_1338,user_1338@domain.com,2021-04-26,B,51.18
C_01339,User_1339,user_1339@domain.com,2019-04-22,A,40.38
C_01340,User_1340,invalid_1340,2020-01-20,A,59.89
C_01341,User_1341,user_1341@domain.com,2021-11-27,A,65.4
C_01342,User_1342,user_1342@domain.com,2021-01-10,A,58.99
C_01343,User_1343,user_1343@domain.com,2022-06-29,C,74.28
C_01344,User_1344,user_1344@domain.com,2023-03-30,B,56.24
C_01345,User_1345,user_1345@domain.com,2021-10-17,B,31.75
C_01346,User_1346,user_1346@domain.com,2022-07-04,A,70.45
C_01347,User_1347,user_1347@domain.com,2021-06-24,A,40.92
C_01348,User_1348,user_1348@domain.com,2023-04-06,A,63.66
C_01349,User_1349,user_1349@domain.com,2019-04-16,X,73.61
C_01350,User_1350,invalid_1350,2020-02-21,A,56.85
C_01351,User_1351,user_1351@domain.com,2020-06-30,C,27.56
C_01352,User_1352,user_1352@domain.com,2022-01-29,A,36.23
C_01353,User_1353,user_1353@domain.com,2019-09-26,A,69.84
C_01354,User_1354,user_1354@domain.com,2020-08-12,B,47.46
C_01355,User_1355,user_1355@domain.com,2021-06-16,A,51.19
C_01356,User_1356,user_1356@domain.com,2022-12-01,C,61.38
C_01357,User_1357,user_1357@domain.com,2021-09-19,X,60.44
C_01358,User_1358,user_1358@domain.com,2019-09-06,A,54.18
C_01359,User_1359,user_1359@domain.com,2019-03-01,A,46.87
C_01360,User_1360,invalid_1360,2022-07-14,A,45.31
C_01361,User_1361,user_1361@domain.com,2022-05-31,X,62.87
C_01362,User_1362,user_1362@domain.com,2023-06-25,A,58.3
C_01363,User_1363,user_1363@domain.com,2020-05-05,B,46.14
C_01364,User_1364,user_1364@domain.com,2022-12-24,B,66.23
C_01365,User_1365,user_1365@domain.com,2019-11-21,B,48.06
C_01366,User_1366,user_1366@domain.com,2020-09-28,A,37.23
C_01367,User_1367,user_1367@domain.com,2022-02-02,B,38.62
C_01368,User_1368,user_1368@domain.com,2019-01-29,X,35.32
C_01369,User_1369,user_1369@domain.com,2022-02-05,A,45.91
C_01370,User_1370,invalid_1370,2021-04-15,A,68.51
C_01371,User_1371,user_1371@domain.com,2019-07-10,X,37.92
C_01372,User_1372,user_1372@domain.com,2020-04-05,A,52.83
C_01373,User_1373,user_1373@domain.com,2023-09-20,C,40.15
C_01374,User_1374,user_1374@domain.com,2019-08-21,A,46.1
C_01375,User_1375,user_1375@domain.com,2021-08-03,A,27.35
C_01376,User_1376,user_1376@domain.com,2019-08-29,C,46.69
C_01377,User_1377,user_1377@domain.com,2022-08-19,A,47.09
C_01378,User_1378,user_1378@domain.com,2023-09-01,A,58.1
C_01379,User_1379,user_1379@domain.com,2019-11-12,A,53.35
C_01380,User_1380,invalid_1380,2021-10-17,A,32.02
C_01381,User_1381,user_1381@domain.com,2023-01-07,A,66.26
C_01382,User_1382,user_1382@domain.com,2020-08-20,A,53.15
C_01383,User_1383,user_1383@domain.com,2021-11-08,X,52.98
C_01384,User_1384,user_1384@domain.com,2022-12-15,A,49.86
C_01385,User_1385,user_1385@domain.com,2020-07-13,B,42.23
C_01386,User_1386,user_1386@domain.com,2021-04-30,A,53.27
C_01387,User_1387,user_1387@domain.com,2023-09-06,B,57.13
C_01388,User_1388,user_1388@domain.com,2021-09-15,A,23.8
C_01389,User_1389,user_1389@domain.com,2021-08-25,X,41.92
C_01390,User_1390,invalid_1390,2020-05-14,A,46.18
C_01391,User_1391,user_1391@domain.com,2021-07-24,A,53.84
C_01392,User_1392,user_1392@domain.com,2022-02-02,A,67.9
C_01393,User_1393,user_1393@domain.com,2019-10-24,A,38.42
C_01394,User_1394,user_1394@domain.com,2021-02-24,A,42.53
C_01395,User_1395,user_1395@domain.com,2020-01-26,A,42.31
C_01396,User_1396,user_1396@domain.com,2022-05-12,C,37.98
C_01397,User_1397,user_1397@domain.com,2021-11-06,A,44.79
C_01398,User_1398,user_1398@domain.com,2023-03-09,A,61.56
C_01399,User_1399,user_1399@domain.com,2023-12-06,B,34.19
C_01400,User_1400,invalid_1400,2019-10-07,B,56.42
C_01401,User_1401,user_1401@domain.com,2023-11-05,A,24.47
C_01402,User_1402,user_1402@domain.com,2019-05-23,A,41.58
C_01403,User_1403,user_1403@domain.com,2020-07-19,A,45.06
C_01404,User_1404,user_1404@domain.com,2023-05-02,B,75.12
C_01405,User_1405,user_1405@domain.com,2023-06-06,B,45.88
C_01406,User_1406,user_1406@domain.com,2023-10-16,A,16.98
C_01407,User_1407,user_1407@domain.com,2021-04-29,C,20.02
C_01408,User_1408,user_1408@domain.com,2020-11-27,C,50.51
C_01409,User_1409,user_1409@domain.com,2023-06-02,A,59.21
C_01410,User_1410,invalid_1410,2021-11-05,C,55.63
C_01411,User_1411,user_1411@domain.com,2020-07-01,A,52.51
C_01412,User_1412,user_1412@domain.com,2023-08-08,A,67.43
C_01413,User_1413,user_1413@domain.com,2019-01-06,A,41.91
C_01414,User_1414,user_1414@domain.com,2020-08-02,A,63.42
C_01415,User_1415,user_1415@domain.com,2023-01-26,A,25.52
C_01416,User_1416,user_1416@domain.com,2020-09-03,X,36.43
C_01417,User_1417,user_1417@domain.com,2023-09-12,A,22.89
C_01418,User_1418,user_1418@domain.com,2022-04-17,A,45.88
C_01419,User_1419,user_1419@domain.com,2022-04-02,A,49.31
C_01420,User_1420,invalid_1420,2022-09-13,X,51.71
C_01421,User_1421,user_1421@domain.com,2021-09-29,A,50.93
C_01422,User_1422,user_1422@domain.com,2023-11-08,A,36.09
C_01423,User_1423,user_1423@domain.com,2019-11-01,A,47.15
C_01424,User_1424,user_1424@domain.com,2021-07-03,A,27.54
C_01425,User_1425,user_1425@domain.com,2022-01-08,X,70.45
C_01426,User_1426,user_1426@domain.com,2021-09-18,X,45.45
C_01427,User_1427,user_1427@domain.com,2020-12-07,A,42.67
C_01428,User_1428,user_1428@domain.com,2020-11-11,X,73.83
C_01429,User_1429,user_1429@domain.com,2022-02-04,B,31.37
C_01430,User_1430,invalid_1430,2023-04-12,C,33.12
C_01431,User_1431,user_1431@domain.com,2022-01-17,A,33.56
C_01432,User_1432,user_1432@domain.com,2021-02-11,A,48.98
C_01433,User_1433,user_1433@domain.com,2021-07-21,A,56.47
C_01434,User_1434,user_1434@domain.com,2020-10-21,B,61.1
C_01435,User_1435,user_1435@domain.com,2023-11-16,A,88.58
C_01436,User_1436,user_1436@domain.com,2020-01-22,A,16.26
C_01437,User_1437,user_1437@domain.com,2022-11-29,A,59.13
C_01438,User_1438,user_1438@domain.com,2020-05-04,B,41.64
C_01439,User_1439,user_1439@domain.com,2022-03-17,A,41.2
C_01440,User_1440,invalid_1440,2021-02-23,B,40.7
C_01441,User_1441,user_1441@domain.com,2020-04-23,X,36.37
C_01442,User_1442,user_1442@domain.com,2023-10-20,A,75.27
C_01443,User_1443,user_1443@domain.com,2023-05-08,B,62.63
C_01444,User_1444,user_1444@domain.com,2021-04-21,A,50.35
C_01445,User_1445,user_1445@domain.com,2019-03-31,C,70.27
C_01446,User_1446,user_1446@domain.com,2020-10-13,A,27.31
C_01447,User_1447,user_1447@domain.com,2023-03-06,B,30.04
C_01448,User_1448,user_1448@domain.com,2021-08-26,C,17.33
C_01449,User_1449,user_1449@domain.com,2022-12-15,X,39.51
C_01450,User_1450,invalid_1450,2023-07-20,B,52.43
C_01451,User_1451,user_1451@domain.com,2021-02-19,A,51.54
C_01452,User_1452,user_1452@domain.com,2021-03-01,B,52.24
C_01453,User_1453,user_1453@domain.com,2022-09-21,C,28.83
C_01454,User_1454,user_1454@domain.com,2023-06-11,A,62.05
C_01455,User_1455,user_1455@domain.com,2023-08-08,A,53.59
C_01456,User_1456,user_1456@domain.com,2022-08-28,X,61.0
C_01457,User_1457,user_1457@domain.com,2019-11-08,B,21.61
C_01458,User_1458,user_1458@domain.com,2021-10-11,B,54.67
C_01459,User_1459,user_1459@domain.com,2019-03-17,A,32.18
C_01460,User_1460,invalid_1460,2019-09-16,B,44.04
C_01461,User_1461,user_1461@domain.com,2021-10-25,A,58.02
C_01462,User_1462,user_1462@domain.com,2022-04-23,B,51.37
C_01463,User_1463,user_1463@domain.com,2020-11-10,A,37.23
C_01464,User_1464,user_1464@domain.com,2023-11-17,B,50.09
C_01465,User_1465,user_1465@domain.com,2019-07-25,X,27.03
C_01466,User_1466,user_1466@domain.com,2023-11-26,A,67.25
C_01467,User_1467,user_1467@domain.com,2023-09-27,X,46.92
C_01468,User_1468,user_1468@domain.com,2021-06-20,A,66.78
C_01469,User_1469,user_1469@domain.com,2019-07-24,C,42.1
C_01470,User_1470,invalid_1470,2021-12-13,B,42.15
C_01471,User_1471,user_1471@domain.com,2021-07-24,A,38.54
C_01472,User_1472,user_1472@domain.com,2019-02-01,B,63.14
C_01473,User_1473,user_1473@domain.com,2023-01-19,C,39.36
C_01474,User_1474,user_1474@domain.com,2019-10-23,A,59.67
C_01475,User_1475,user_1475@domain.com,2021-04-19,A,44.26
C_01476,User_1476,user_1476@domain.com,2023-11-19,B,20.36
C_01477,User_1477,user_1477@domain.com,2022-09-02,C,41.45
C_01478,User_1478,user_1478@domain.com,2019-11-13,B,32.31
C_01479,User_1479,user_1479@domain.com,2019-06-03,B,50.51
C_01480,User_1480,invalid_1480,2021-08-19,A,32.14
C_01481,User_1481,user_1481@domain.com,2023-05-20,C,63.89
C_01482,User_1482,user_1482@domain.com,2020-06-26,A,48.63
C_01483,User_1483,user_1483@domain.com,2020-11-24,A,47.34
C_01484,User_1484,user_1484@domain.com,2022-06-30,A,59.84
C_01485,User_1485,user_1485@domain.com,2022-11-19,A,64.46
C_01486,User_1486,user_1486@domain.com,2021-03-25,A,49.7
C_01487,User_1487,user_1487@domain.com,2022-08-23,A,38.43
C_01488,User_1488,user_1488@domain.com,2019-06-14,B,23.39
C_01489,User_1489,user_1489@domain.com,2023-10-11,A,39.71
C_01490,User_1490,invalid_1490,2020-11-03,A,40.74
C_01491,User_1491,user_1491@domain.com,2023-10-12,A,51.61
C_01492,User_1492,user_1492@domain.com,2022-10-13,A,44.82
C_01493,User_1493,user_1493@domain.com,2023-10-26,A,60.32
C_01494,User_1494,user_1494@domain.com,2021-12-28,A,40.81
C_01495,User_1495,user_1495@domain.com,2021-02-17,B,49.14
C_01496,User_1496,user_1496@domain.com,2020-10-10,B,67.76
C_01497,User_1497,user_1497@domain.com,2022-07-07,B,55.13
C_01498,User_1498,user_1498@domain.com,2023-01-11,A,49.1
C_01499,User_1499,user_1499@domain.com,2023-04-05,A,40.97
C_01500,User_1500,invalid_1500,2021-09-26,C,40.5
C_01501,User_1501,user_1501@domain.com,2023-11-22,A,37.24
C_01502,User_1502,user_1502@domain.com,2022-01-13,A,41.88
C_01503,User_1503,user_1503@domain.com,2019-03-15,A,61.33
C_01504,User_1504,user_1504@domain.com,2022-06-18,A,46.67
C_01505,User_1505,user_1505@domain.com,2019-05-21,A,29.75
C_01506,User_1506,user_1506@domain.com,2020-04-25,A,76.52
C_01507,User_1507,user_1507@domain.com,2022-07-16,A,54.8
C_01508,User_1508,user_1508@domain.com,2022-11-02,A,28.9
C_01509,User_1509,user_1509@domain.com,2020-08-11,B,43.37
C_01510,User_1510,invalid_1510,2020-04-10,B,51.66
C_01511,User_1511,user_1511@domain.com,2023-03-10,C,75.57
C_01512,User_1512,user_1512@domain.com,2019-07-05,B,33.38
C_01513,User_1513,user_1513@domain.com,2021-06-07,X,64.64
C_01514,User_1514,user_1514@domain.com,2019-07-21,A,70.99
C_01515,User_1515,user_1515@domain.com,2023-04-07,A,40.57
C_01516,User_1516,user_1516@domain.com,2022-07-21,A,45.84
C_01517,User_1517,user_1517@domain.com,2022-12-12,B,34.46
C_01518,User_1518,user_1518@domain.com,2023-11-23,C,46.95
C_01519,User_1519,user_1519@domain.com,2019-07-25,A,49.45
C_01520,User_1520,invalid_1520,2021-06-27,X,59.89
C_01521,User_1521,user_1521@domain.com,2019-12-07,A,66.35
C_01522,User_1522,user_1522@domain.com,2022-11-22,X,38.78
C_01523,User_1523,user_1523@domain.com,2020-09-05,A,20.49
C_01524,User_1524,user_1524@domain.com,2019-03-01,A,49.68
C_01525,User_1525,user_1525@domain.com,2019-04-05,A,54.4
C_01526,User_1526,user_1526@domain.com,2020-10-26,A,53.74
C_01527,User_1527,user_1527@domain.com,2023-06-19,A,45.1
C_01528,User_1528,user_1528@domain.com,2019-04-25,A,51.87
C_01529,User_1529,user_1529@domain.com,2020-08-23,C,72.73
C_01530,User_1530,invalid_1530,2021-01-04,A,55.73
C_01531,User_1531,user_1531@domain.com,2021-02-06,A,44.4
C_01532,User_1532,user_1532@domain.com,2021-06-01,B,42.5
C_01533,User_1533,user_1533@domain.com,2019-10-26,B,47.45
C_01534,User_1534,user_1534@domain.com,2020-05-15,A,74.55
C_01535,User_1535,user_1535@domain.com,2021-12-23,A,47.25
C_01536,User_1536,user_1536@domain.com,2021-04-23,A,49.7
C_01537,User_1537,user_1537@domain.com,2022-03-05,A,42.77
C_01538,User_1538,user_1538@domain.com,2022-10-28,B,66.48
C_01539,User_1539,user_1539@domain.com,2023-06-12,A,79.4
C_01540,User_1540,invalid_1540,2020-01-04,A,56.76
